Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-1475 b,0,0,0.003,0.26,0.0279,660,555,3.007,82.1774,9.165,13.9,1568.38,6214,4.29,TRUE,nexsci
Kepler-1476 b,0,0,0.002,0.15,0.0108,1042,876,3.081,10.3586,2.574,13.8,1002.74,5663,4.47,TRUE,nexsci
Kepler-1477 b,0,0,0.004,0.1,0.00553,856,720,3.095,11.5553,3.499,12.6,680.83,5100,4.58,TRUE,nexsci
Kepler-1478 b,0,0,0.002,0.15,0.0115,850,715,3.08,26.0841,6.141,13.9,1845.58,5904,4.41,TRUE,nexsci
Kepler-1479 b,0,0,0.004,0.16,0.0126,961,808,3.07,14.5326,2.4212,12.3,728.67,5796,4.45,TRUE,nexsci
Kepler-147 b,0,0,0.002,0.14,0.0093,1243,1046,3.096,12.6106,4.448,12.4,1042.02,6012,4.18,TRUE,nexsci
Kepler-147 c,0,0,0.004,0.22,0.0204,899,756,3.031,33.4164,8.605,12.4,1042.02,6012,4.18,TRUE,nexsci
Kepler-1480 b,0,0,0.004,0.15,0.0108,681,573,3.081,22.1268,3.686,12.6,500.89,5156,4.56,TRUE,nexsci
Kepler-1481 b,0,0,0.004,0.11,0.00642,1003,844,3.119,5.9422,2.2737,12.6,459.08,4908,4.6,TRUE,nexsci
Kepler-1482 b,0,0,0.004,0.09,0.00317,887,746,2.987,12.2538,2.213,12,567.56,5381,4.54,TRUE,nexsci
Kepler-1483 b,0,0,0.002,0.14,0.0092,1389,1168,3.091,9.5085,4.381,13.1,1273.78,6337,4.24,TRUE,nexsci
Kepler-1484 b,0,0,0.004,0.19,0.016,716,602,3.05,30.4549,6.896,13.6,2879.83,5730,4.49,TRUE,nexsci
Kepler-1485 b,0,0,0.005,0.13,0.00869,964,811,3.099,19.9158,6.191,11.7,615.66,6087,4.39,TRUE,nexsci
Kepler-1486 b,0,0,0.003,0.21,0.0189,679,571,3.039,54.6496,7.962,13.9,1769.14,5965,4.38,TRUE,nexsci
Kepler-1487 b,0,0.001,0.004,0.19,0.0163,1598,1344,3.049,7.3195,4.839,12.3,1014.62,6541,4.16,TRUE,nexsci
Kepler-1488 b,0,0,0.006,0.17,0.013,799,672,3.068,39.819,10.798,11.6,905.83,5820,4.22,TRUE,nexsci
Kepler-1489 b,0,0,0.003,0.16,0.0119,507,427,3.072,82.2948,7.048,13.2,1283.05,5655,4.51,TRUE,nexsci
Kepler-148 b,0.001,0.001,0.005,0.16,0.0123,1666,1401,3.07,1.7294,1.7542,13.4,791.16,5272,4.55,TRUE,nexsci
Kepler-148 c,0.001,0.002,0.011,0.32,0.0398,1247,1048,2.981,4.18,2.4696,13.4,791.16,5272,4.55,TRUE,nexsci
Kepler-148 d,0,0.001,0.022,0.77,0.177,523,440,2.865,51.8469,4.7788,13.4,791.16,5172,4.56,TRUE,nexsci
Kepler-1490 b,0,0,0.004,0.27,0.0298,483,406,3.002,92.4363,5.709,13.6,862.92,5515,4.52,TRUE,nexsci
Kepler-1491 b,0,0,0.002,0.14,0.00909,917,771,3.092,16.5862,7.043,13.9,2065.59,5728,4.45,TRUE,nexsci
Kepler-1492 b,0,0,0.005,0.13,0.00889,645,543,3.095,16.7526,3.184,12.2,331.55,4712,4.62,TRUE,nexsci
Kepler-1493 b,0,0,0.004,0.13,0.00809,1104,928,3.101,15.0218,4.557,11.5,555.05,5863,4.24,TRUE,nexsci
Kepler-1494 b,0,0,0.005,0.27,0.0303,499,419,3,91.0805,10.304,13.5,1285.48,5659,4.48,TRUE,nexsci
Kepler-1495 b,0,0,0.004,0.26,0.0282,562,473,3.008,85.2733,9.462,13.8,1355.54,5831,4.42,TRUE,nexsci
Kepler-1496 b,0,0,0.003,0.2,0.0175,705,593,3.044,64.6588,7.549,13.2,1307.66,6182,4.29,TRUE,nexsci
Kepler-1497 b,0,0,0.003,0.15,0.0107,1110,933,3.083,8.742,4.297,13.7,1122,5675,4.47,TRUE,nexsci
Kepler-1498 b,0,0,0.003,0.12,0.00733,540,454,3.108,48.0514,7.638,13.2,740,5256,4.56,TRUE,nexsci
Kepler-1499 b,0,0,0.005,0.11,0.0057,551,463,3.099,44.2008,4.949,11.5,309.87,5097,4.58,TRUE,nexsci
Kepler-149 b,0,0.001,0.015,0.38,0.0519,701,590,2.959,29.1989,5.074,12.2,571.03,5381,4.46,TRUE,nexsci
Kepler-149 c,0,0,0.004,0.14,0.0101,567,477,3.082,55.3283,6.93,12.2,571.03,5381,4.46,TRUE,nexsci
Kepler-149 d,0,0,0.008,0.35,0.0467,398,335,2.968,160.018,5.101,12.2,571.03,5381,4.46,TRUE,nexsci
Kepler-14 b,0.053,0.04,0.003,1.14,8.4,1891,1590,4.208,6.7901,6.1391,11,798,6395,3.99,TRUE,nexsci
Kepler-1500 b,0,0,0.003,0.11,0.00588,953,802,3.105,15.033,5.416,13,1217.82,5845,4.44,TRUE,nexsci
Kepler-1501 b,0,0,0.003,0.14,0.00961,1162,977,3.091,14.5565,4.57,12.4,749.06,6229,4.28,TRUE,nexsci
Kepler-1502 b,0,0,0.004,0.28,0.0322,1006,846,2.995,41.7084,8.567,12.9,1514.02,6666,4.13,TRUE,nexsci
Kepler-1503 b,0,0,0.004,0.2,0.0182,407,342,3.039,96.1699,7.496,13.8,1225.57,5069,4.59,TRUE,nexsci
Kepler-1504 b,0,0,0.004,0.19,0.0163,457,385,3.049,82.304,13.843,13.8,2435.94,5393,4.55,TRUE,nexsci
Kepler-1505 b,0,0,0.005,0.08,0.00236,701,589,2.929,30.8609,4.216,11.4,495.15,5686,4.54,TRUE,nexsci
Kepler-1506 b,0,0,0.002,0.12,0.00724,918,772,3.11,14.0329,6.844,14.1,2366.02,5676,4.49,TRUE,nexsci
Kepler-1507 b,0,0,0.006,0.07,0.00164,814,685,2.859,16.0506,3.171,11.4,320.48,5410,4.53,TRUE,nexsci
Kepler-1508 b,0,0,0.003,0.12,0.00733,966,813,3.108,20.7057,9.029,12.6,1260.28,6158,4.32,TRUE,nexsci
Kepler-1509 b,0,0,0.003,0.17,0.0128,798,671,3.066,25.4338,6.514,13.9,2002.96,5780,4.45,TRUE,nexsci
Kepler-150 b,0,0,0.003,0.11,0.0066,1474,1239,3.115,3.4281,2.3641,13.4,891.09,5560,4.47,TRUE,nexsci
Kepler-150 c,0,0.001,0.009,0.33,0.0415,1144,962,2.978,7.382,3.1152,13.4,891.09,5560,4.47,TRUE,nexsci
Kepler-150 d,0,0.001,0.006,0.25,0.0258,959,806,3.013,12.5609,3.7158,13.4,891.09,5560,4.47,TRUE,nexsci
Kepler-150 e,0,0,0.006,0.28,0.0312,711,598,3,30.8266,4.952,13.4,891.09,5560,4.47,TRUE,nexsci
Kepler-150 f,0,0,0.005,0.33,0.0405,272,228,2.978,637.2093,13.41,13.4,891.09,5528,4.51,TRUE,nexsci
Kepler-1510 b,0,0,0.004,0.3,0.0354,629,529,2.989,84.7039,10.393,13.7,1696.25,6200,4.29,TRUE,nexsci
Kepler-1511 b,0,0,0.004,0.15,0.0109,943,793,3.079,23.2383,8.191,12.5,1475.6,6064,4.28,TRUE,nexsci
Kepler-1512 b,0,0,0.007,0.1,0.00553,620,521,3.095,20.3597,2.1521,10.6,162,4372,4.64,TRUE,nexsci
Kepler-1513 b,0,0,0.046,0.76,0.17,431,362,2.869,160.8847,10.7536,11.3,349.25,5617,4.46,TRUE,nexsci
Kepler-1514 b,0,0.002,0.005,1.11,5.28,461,388,4.028,217.8318,21.306,10.7,397.29,6145,4.29,TRUE,nexsci
Kepler-1515 b,0,0.001,0.045,0.85,0.208,507,426,2.851,214.3114,16.1734,10.9,539.32,6511,4.26,TRUE,nexsci
Kepler-1516 b,0,0.001,0.006,0.16,0.0117,1307,1099,3.076,7.2593,6.1394,12.8,1358.95,5904,4.4,TRUE,nexsci
Kepler-1517 b,0.021,0.014,0.03,0.87,0.216,2010,1690,2.849,5.5461,2.3929,11.3,847.3,7010,4.06,TRUE,nexsci
Kepler-1518 b,0.003,0.002,0.007,0.27,0.03,2210,1859,3.002,5.1118,3.281,12.1,903.51,6846,4.08,TRUE,nexsci
Kepler-1519 b,0,0,0.018,0.63,0.125,353,297,2.892,240.7989,16.442,13.2,1441.63,5644,4.5,TRUE,nexsci
Kepler-151 b,0,0.001,0.008,0.27,0.0302,838,704,3.002,15.229,2.5967,12.9,649.92,5460,4.55,TRUE,nexsci
Kepler-151 c,0,0,0.004,0.19,0.0158,713,600,3.054,24.6746,3.0887,12.9,649.92,5460,4.55,TRUE,nexsci
Kepler-1520 b,0.04,0.02,0.037,0.52,0.0885,1990,1673,2.918,0.6536,1.63,13.3,607.92,4677,4.61,TRUE,nexsci
Kepler-1521 b,0,0,0.012,0.22,0.0214,524,440,3.028,47.1484,3.0668,10.8,206.98,5042,4.59,TRUE,nexsci
Kepler-1522 b,0.001,0.001,0.006,0.15,0.0115,1859,1564,3.08,1.8479,1.8904,12.6,814.13,5706,4.49,TRUE,nexsci
Kepler-1523 b,0.002,0.001,0.004,0.14,0.00982,2358,1983,3.088,0.9388,1.3568,13.2,865.6,5708,4.46,TRUE,nexsci
Kepler-1524 b,0,0,0.012,0.32,0.0386,680,572,2.981,70.9675,6.8992,11.3,381.77,6179,4.31,TRUE,nexsci
Kepler-1525 b,0,0,0.007,0.08,0.00218,1772,1490,2.916,2.4166,1.9656,11.2,382.99,5748,4.44,TRUE,nexsci
Kepler-1526 b,0,0.001,0.008,0.22,0.0204,1072,901,3.031,3.9086,1.7704,13.2,555.57,4601,4.62,TRUE,nexsci
Kepler-1527 b,0,0,0.005,0.43,0.0641,518,435,2.942,160.1299,13.176,13.6,1842.13,6224,4.27,TRUE,nexsci
Kepler-1528 b,0.001,0.001,0.004,0.13,0.00859,1981,1666,3.1,1.7911,2.0917,13,817.53,5857,4.43,TRUE,nexsci
Kepler-1529 b,0,0.001,0.005,0.19,0.0159,1109,932,3.052,5.3391,1.6415,13.3,661.01,5048,4.58,TRUE,nexsci
Kepler-152 b,0,0.001,0.012,0.25,0.0258,703,591,3.013,18.208,3.7729,12.3,441.09,5088,4.61,TRUE,nexsci
Kepler-152 c,0,0,0.006,0.21,0.0198,415,349,3.034,88.2551,4.0488,12.3,441.09,5088,4.61,TRUE,nexsci
Kepler-1530 b,0.001,0.001,0.007,0.15,0.0105,1530,1286,3.087,2.5904,2.1618,12.3,489.88,5477,4.52,TRUE,nexsci
Kepler-1530 c,0,0.001,0.006,0.15,0.0106,1203,1011,3.085,5.3227,2.714,12.3,489.88,5477,4.52,TRUE,nexsci
Kepler-1531 b,0.002,0.001,0.005,0.1,0.00444,2727,2294,3.05,1.1385,2.0922,11.8,666.33,6260,4.29,TRUE,nexsci
Kepler-1532 b,0.001,0.001,0.004,0.12,0.00752,2084,1752,3.112,1.0937,1.4399,13.2,798.25,5559,4.51,TRUE,nexsci
Kepler-1533 b,0,0,0.006,0.31,0.0372,462,388,2.985,308.5471,18.503,11.9,966.8,6431,4.2,TRUE,nexsci
Kepler-1534 b,0,0,0.003,0.17,0.0133,1182,994,3.062,5.7167,1.959,13.9,1107,5442,4.52,TRUE,nexsci
Kepler-1535 b,0,0,0.004,0.23,0.0221,498,419,3.027,138.9442,10.611,12.7,897.73,6021,4.38,TRUE,nexsci
Kepler-1536 b,0,0,0.009,0.28,0.0315,226,190,2.998,364.758,13.057,12.6,387.25,4434,4.64,TRUE,nexsci
Kepler-1537 b,0,0,0.004,0.1,0.00553,1633,1373,3.095,1.4445,0.9748,12.5,517.29,5079,4.58,TRUE,nexsci
Kepler-1538 b,0,0,0.003,0.25,0.0263,435,366,3.011,175.1388,10.666,13.8,1125.3,5837,4.42,TRUE,nexsci
Kepler-1539 b,0,0,0.004,0.24,0.0244,385,323,3.018,133.3037,7.416,13.4,748.33,5176,4.57,TRUE,nexsci
Kepler-153 b,0,0.001,0.008,0.26,0.0279,814,684,3.007,18.8702,3.1404,12.4,459.37,5404,4.45,TRUE,nexsci
Kepler-153 c,0,0,0.006,0.23,0.0218,601,505,3.024,46.9023,3.9264,12.4,459.37,5404,4.45,TRUE,nexsci
Kepler-1540 b,0,0,0.006,0.22,0.0213,325,273,3.03,125.4131,2.3241,11.5,244.96,4540,4.63,TRUE,nexsci
Kepler-1541 b,0,0,0.004,0.1,0.00521,975,820,3.085,8.4069,1.8785,11.9,416.69,5282,4.56,TRUE,nexsci
Kepler-1542 b,0,0,0.009,0.07,0.00114,1451,1220,2.786,3.9512,2.5916,11,399.11,5564,4.41,TRUE,nexsci
Kepler-1542 c,0,0,0.011,0.06,0.00065,1610,1354,2.68,2.8922,2.607,11,399.11,5564,4.41,TRUE,nexsci
Kepler-1542 d,0,0,0.007,0.08,0.00186,1263,1062,2.88,5.9927,2.5486,11,399.11,5564,4.41,TRUE,nexsci
Kepler-1542 e,0,0,0.009,0.07,0.00114,1333,1121,2.786,5.1012,2.615,11,399.11,5564,4.41,TRUE,nexsci
Kepler-1543 b,0.001,0.001,0.005,0.24,0.0245,1641,1380,3.016,6.9671,3.643,12.3,921.78,6561,4.14,TRUE,nexsci
Kepler-1544 b,0,0,0.005,0.16,0.012,327,275,3.071,168.8112,6.5,11.9,335.09,4886,4.61,TRUE,nexsci
Kepler-1545 b,0,0,0.004,0.24,0.0244,362,304,3.018,163.6923,6.853,13.1,729.96,5201,4.57,TRUE,nexsci
Kepler-1546 b,0,0,0.006,0.28,0.0313,841,707,2.999,19.5975,4.069,13.5,931.96,5623,4.48,TRUE,nexsci
Kepler-1547 b,0.002,0,0.005,0.08,0.0021,2947,2479,2.91,0.693,1.1366,12,674.7,6078,4.34,TRUE,nexsci
Kepler-1548 b,0,0,0.003,0.24,0.0235,471,396,3.019,124.8287,6.479,13.7,872.28,5706,4.46,TRUE,nexsci
Kepler-1549 b,0,0,0.004,0.23,0.0224,342,288,3.025,214.8865,10.11,13.3,803.05,5324,4.54,TRUE,nexsci
Kepler-154 b,0,0,0.003,0.2,0.018,733,617,3.039,33.0405,3.3613,13,915.21,5690,4.42,TRUE,nexsci
Kepler-154 c,0,0,0.006,0.26,0.0283,593,498,3.006,62.3033,7.509,13,915.21,5690,4.42,TRUE,nexsci
Kepler-154 d,0,0.001,0.011,0.34,0.0444,871,732,2.971,20.5498,5.4586,13,915.21,5769,4.45,TRUE,nexsci
Kepler-154 e,0,0,0.004,0.13,0.00899,1511,1270,3.094,3.9328,2.9403,13,915.21,5769,4.45,TRUE,nexsci
Kepler-154 f,0,0,0.004,0.13,0.00899,1110,933,3.094,9.9194,4.326,13,915.21,5769,4.45,TRUE,nexsci
Kepler-1550 b,0,0,0.003,0.27,0.0295,413,347,3.005,225.5828,11.166,13.4,1179.01,5991,4.38,TRUE,nexsci
Kepler-1551 b,0,0,0.003,0.24,0.0238,923,776,3.021,24.4974,5.43,13.8,1463.72,6136,4.32,TRUE,nexsci
Kepler-1552 b,0,0,0.005,0.22,0.021,339,285,3.032,184.7719,9.706,12.9,769.1,5202,4.58,TRUE,nexsci
Kepler-1553 b,0,0,0.003,0.1,0.00505,1244,1046,3.072,4.2426,2.582,13.2,692.59,5288,4.56,TRUE,nexsci
Kepler-1554 b,0,0,0.004,0.26,0.0275,344,289,3.007,198.0888,8.121,13.8,946.85,5297,4.56,TRUE,nexsci
Kepler-1555 b,0,0,0.003,0.14,0.0101,1221,1026,3.082,8.105,4.443,13.8,2013.27,5866,4.4,TRUE,nexsci
Kepler-1556 b,0,0,0.003,0.17,0.0142,1089,915,3.06,8.8271,2.086,13.6,944.54,5608,4.47,TRUE,nexsci
Kepler-1557 b,0,0,0.002,0.14,0.0093,1709,1437,3.096,3.7403,2.394,13.8,1380.16,6099,4.34,TRUE,nexsci
Kepler-1558 b,0,0,0.009,0.06,0.00077,1270,1068,2.71,3.5047,1.9464,11.7,325.74,5101,4.57,TRUE,nexsci
Kepler-1559 b,0.001,0,0.007,0.06,0.00094,2058,1730,2.755,0.9719,1.6023,12.6,614.83,5316,4.55,TRUE,nexsci
Kepler-155 b,0,0.001,0.013,0.19,0.0158,860,723,3.054,5.9312,2.25,11.8,293.5,4508,4.68,TRUE,nexsci
Kepler-155 c,0,0,0.008,0.2,0.0178,414,348,3.043,52.6618,3.136,11.8,293.5,4508,4.68,TRUE,nexsci
Kepler-1560 b,0,0,0.005,0.08,0.00201,1690,1421,2.902,3.032,1.657,11.9,502.5,5815,4.43,TRUE,nexsci
Kepler-1561 b,0.001,0,0.003,0.1,0.00416,2584,2173,3.04,1.0052,1.63,13.1,839.08,5957,4.38,TRUE,nexsci
Kepler-1562 b,0,0,0.005,0.32,0.0388,588,495,2.981,64.2738,9.756,13.8,2060.72,5760,4.41,TRUE,nexsci
Kepler-1563 b,0,0,0.008,0.07,0.00109,1565,1316,2.779,3.4328,4.001,12,616.7,5765,4.45,TRUE,nexsci
Kepler-1564 b,0,0,0.003,0.13,0.00869,826,694,3.099,18.054,4.587,13.3,908.8,5528,4.5,TRUE,nexsci
Kepler-1565 b,0,0,0.004,0.11,0.0057,1559,1311,3.099,1.5382,1.7022,13.3,629.93,4940,4.6,TRUE,nexsci
Kepler-1566 b,0.001,0,0.008,0.07,0.00131,2465,2073,2.821,0.5399,1.139,12.4,466.59,5254,4.56,TRUE,nexsci
Kepler-1567 b,0,0,0.003,0.24,0.0249,421,354,3.016,153.9796,9.028,14,1206.11,5655,4.49,TRUE,nexsci
Kepler-1568 b,0,0,0.003,0.12,0.00705,962,809,3.113,20.9254,6.617,12.6,916.31,5956,4.32,TRUE,nexsci
Kepler-1569 b,0,0,0.003,0.15,0.0109,1677,1410,3.079,5.7918,3.474,12.6,945.45,6319,4.24,TRUE,nexsci
Kepler-156 b,0,0.001,0.008,0.2,0.0186,1131,951,3.04,4.9735,1.6519,12.2,443.48,5094,4.55,TRUE,nexsci
Kepler-156 c,0,0.001,0.01,0.23,0.0221,769,646,3.027,15.9068,3.9879,12.2,443.48,5094,4.55,TRUE,nexsci
Kepler-1570 b,0,0,0.005,0.1,0.0039,711,598,3.03,26.549,7.979,12,919,5550,4.5,TRUE,nexsci
Kepler-1571 b,0.001,0.001,0.003,0.14,0.0092,2048,1722,3.091,3.3856,1.914,12,675.3,6297,4.24,TRUE,nexsci
Kepler-1572 b,0,0,0.004,0.08,0.00245,1267,1066,2.935,5.4955,2.461,12.4,946.6,5618,4.47,TRUE,nexsci
Kepler-1573 b,0,0,0.002,0.11,0.00588,1746,1468,3.105,2.6158,2.639,13.7,1455.36,5808,4.44,TRUE,nexsci
Kepler-1574 b,0,0,0.002,0.12,0.00696,1288,1083,3.115,6.9424,3.491,13.7,1384.16,5892,4.4,TRUE,nexsci
Kepler-1575 b,0,0,0.002,0.12,0.00714,1629,1370,3.112,2.5531,1.849,13.8,1246.92,5667,4.49,TRUE,nexsci
Kepler-1576 b,0,0,0.004,0.09,0.00352,1288,1083,3.004,6.9847,2.724,11.8,460.91,5876,4.4,TRUE,nexsci
Kepler-1577 b,0,0,0.003,0.1,0.00474,936,787,3.061,6.3056,2.468,12.9,510.03,4862,4.6,TRUE,nexsci
Kepler-1578 b,0,0,0.003,0.09,0.00352,1858,1562,3.004,1.4509,1.753,13.7,1064.05,5545,4.53,TRUE,nexsci
Kepler-1579 b,0.001,0,0.006,0.07,0.00164,1859,1563,2.859,0.8499,1.0925,12.7,466,4584,4.63,TRUE,nexsci
Kepler-157 b,0.001,0.001,0.004,0.12,0.00724,2018,1697,3.11,1.7323,2.2254,12.6,773.71,5774,4.39,TRUE,nexsci
Kepler-157 c,0,0.001,0.006,0.2,0.0178,1018,856,3.043,13.5405,4.4673,12.6,773.71,5774,4.39,TRUE,nexsci
Kepler-157 d,0,0,0.003,0.13,0.00859,1292,1087,3.1,7.0257,2.1114,12.6,773.71,5866,4.42,TRUE,nexsci
Kepler-1580 b,0,0,0.004,0.19,0.016,921,775,3.05,56.6449,15.079,11.3,1002.02,6228,3.94,TRUE,nexsci
Kepler-1581 b,0,0,0.007,0.07,0.00137,1475,1241,2.828,6.2839,4.124,11,493.18,6022,4.31,TRUE,nexsci
Kepler-1582 b,0,0,0.014,0.13,0.00889,567,477,3.095,4.8382,1.26,12.4,78.89,3208,4.93,TRUE,nexsci
Kepler-1583 b,0,0,0.01,0.05,0.00049,1059,891,2.62,9.3281,3.991,11.3,403.93,5645,4.49,TRUE,nexsci
Kepler-1584 b,0,0,0.002,0.14,0.0101,1082,910,3.082,13.3997,3.534,13.5,1416.31,6069,4.37,TRUE,nexsci
Kepler-1585 b,0,0,0.002,0.16,0.0121,1436,1208,3.069,3.5827,1.541,14.1,944.47,5538,4.5,TRUE,nexsci
Kepler-1586 b,0,0,0.003,0.14,0.0092,1424,1198,3.091,15.6049,4.543,11.6,552.55,6681,4.12,TRUE,nexsci
Kepler-1587 b,0,0,0.003,0.12,0.00733,1268,1066,3.108,9.406,4.882,12.6,1026.48,5933,4.3,TRUE,nexsci
Kepler-1588 b,0,0,0.005,0.07,0.00114,1232,1036,2.786,7.8493,3.736,12.4,924.14,5817,4.43,TRUE,nexsci
Kepler-1589 b,0.001,0,0.003,0.1,0.00416,2761,2322,3.04,0.9917,2.378,13.5,1513.14,6166,4.32,TRUE,nexsci
Kepler-158 b,0,0,0.01,0.19,0.0162,627,527,3.051,16.7092,2.7052,12.1,315.18,4623,4.66,TRUE,nexsci
Kepler-158 c,0,0,0.009,0.17,0.0134,525,442,3.06,28.5514,4.1502,12.1,315.18,4623,4.66,TRUE,nexsci
Kepler-1590 b,0,0,0.003,0.1,0.00489,1345,1131,3.066,7.6176,3.479,12.7,771.15,6053,4.35,TRUE,nexsci
Kepler-1591 b,0,0,0.002,0.11,0.00678,1333,1121,3.119,8.185,4.214,13.1,1419.58,6082,4.35,TRUE,nexsci
Kepler-1592 b,0.001,0,0.003,0.14,0.0094,2015,1695,3.094,3.0571,3.571,13.3,1639.47,6213,4.29,TRUE,nexsci
Kepler-1593 b,0,0,0.005,0.28,0.032,340,286,2.996,174.5098,6.689,13.5,638.25,4995,4.59,TRUE,nexsci
Kepler-1594 b,0,0,0.002,0.1,0.00377,1781,1497,3.015,2.716,1.859,13.3,976.87,5946,4.39,TRUE,nexsci
Kepler-1595 b,0,0,0.003,0.11,0.00642,1182,994,3.119,4.5638,2.32,13.5,845.02,5203,4.56,TRUE,nexsci
Kepler-1596 b,0,0,0.003,0.17,0.0134,552,464,3.06,66.3734,11.181,13.8,2146.23,5706,4.49,TRUE,nexsci
Kepler-1597 b,0,0,0.003,0.1,0.00377,2086,1754,3.015,2.9465,3.155,12.9,1221.05,6377,4.24,TRUE,nexsci
Kepler-1598 b,0,0,0.004,0.09,0.00254,1549,1303,2.94,4.342,2.696,12.4,619.86,5940,4.39,TRUE,nexsci
